iter	MultiClass
414	0.195405611
415	0.1953774367
416	0.1953243332
417	0.1953149804
418	0.1952971636
419	0.1952692637
420	0.1951409038
421	0.1950038345
422	0.1949879987
423	0.1949750647
424	0.1949406309
425	0.1949320097
426	0.1948255426
427	0.1948090621
428	0.1946151514
429	0.1945916587
430	0.1945657758
431	0.1944759853
432	0.1944317182
433	0.1944228281
434	0.1944115119
435	0.1943976658
436	0.194278596
437	0.1942631545
438	0.1942440789
439	0.1941580737
440	0.1941194061
441	0.1940974981
442	0.1940760008
443	0.1940634398
444	0.1940440225
445	0.1940338187
446	0.1938880905
447	0.1938664846
448	0.1937611245
449	0.1937434058
450	0.1936822928
451	0.193508095
452	0.1934986784
453	0.1934667632
454	0.193449078
455	0.1933905303
456	0.1933261563
457	0.1931912457
458	0.1931809375
459	0.1931653177
460	0.1931528675
461	0.1931420228
462	0.193060049
463	0.1930473013
464	0.1930303149
465	0.1930202057
466	0.1930101873
467	0.1929954755
468	0.1929217452
469	0.1929126319
470	0.1929018593
471	0.1928315788
472	0.1928147813
473	0.1928104805
474	0.1927941924
475	0.1927651226
476	0.192618961
477	0.1926070727
478	0.1925922864
479	0.1925501395
480	0.1925080589
481	0.1924799533
482	0.1924694824
483	0.1924170966
484	0.1924085599
485	0.1923348759
486	0.1922762828
487	0.1922663661
488	0.1922550226
489	0.1922459365
490	0.1922311243
491	0.1921470721
492	0.1919609932
493	0.1919524833
494	0.1919400184
495	0.1919323881
496	0.1919269244
497	0.1919146093
498	0.1919067417
499	0.1918894881
500	0.1918648092
501	0.1918585996
502	0.1918312657
503	0.1918243017
504	0.1918183527
505	0.191810243
506	0.191798091
507	0.1917850823
508	0.1917697572
509	0.1917424012
510	0.1916874494
511	0.1916835177
512	0.1916783516
513	0.1916655974
514	0.1916602398
515	0.1914495545
516	0.1914427602
517	0.1914384415
518	0.1912995857
519	0.191289
520	0.1912777513
521	0.1912530413
522	0.1910817959
523	0.1910692727
524	0.1908475249
525	0.190687895
526	0.1906196043
527	0.1906139668
528	0.190602702
529	0.190592368
530	0.1905430492
531	0.1905318027
532	0.1904974671
533	0.1904867251
534	0.19047552
535	0.1904638382
536	0.1904600213
537	0.1903973491
538	0.1903940654
539	0.1903820755
540	0.1903216823
541	0.1903052781
542	0.1902994262
543	0.1901782926
544	0.1901553887
545	0.190149922
546	0.1901420154
547	0.1901300853
548	0.190120115
549	0.1900939236
550	0.1899929991
551	0.1899703449
552	0.189963541
553	0.1899612853
554	0.1899488739
555	0.1899324938
556	0.1899268519
557	0.1898774931
558	0.1896541008
559	0.18964724
560	0.1896396149
561	0.189626146
562	0.1896149221
563	0.1895837295
564	0.1895765079
565	0.1893156634
566	0.1892995797
567	0.1892921
568	0.1892842016
569	0.1892781757
570	0.1891202065
571	0.1891103637
572	0.188932919
573	0.1889233772
574	0.1889128017
575	0.1889106504
576	0.1889038552
577	0.1888851207
578	0.1888062319
579	0.1886241931
580	0.1885642544
581	0.1885103916
582	0.1884869685
583	0.1884791989
584	0.1884534619
585	0.1884478784
586	0.1884334457
587	0.1884303684
588	0.188337109
589	0.1882769659
590	0.1882679885
591	0.1882470509
592	0.188100516
593	0.1880958827
594	0.1880847943
595	0.1880690534
596	0.1880608786
597	0.1880321487
598	0.1879087044
599	0.1879009983
600	0.1878730764
601	0.1877062192
602	0.1875874281
603	0.187576639
604	0.1875746148
605	0.1875439074
606	0.1875364619
607	0.1875237638
608	0.1875097609
609	0.1874954461
610	0.1874931011
611	0.1874777978
612	0.1874699527
613	0.1874673891
614	0.1873910577
615	0.1873839754
616	0.1873692271
617	0.1873653567
618	0.1873495863
619	0.1873444607
620	0.1872526963
621	0.187187011
622	0.1871770967
623	0.1871723651
624	0.1871706309
625	0.1871591099
626	0.187149818
627	0.1870813216
628	0.1870763636
629	0.1870313261
630	0.1870225296
631	0.1869976758
632	0.1869821798
633	0.186973208
634	0.1869643498
635	0.1869556407
636	0.1869482754
637	0.1869136992
638	0.1868628341
639	0.1868546178
640	0.1868439939
641	0.1868383852
642	0.1868336163
643	0.1867755208
644	0.1866081771
645	0.1865571585
646	0.1865389765
647	0.1865290371
648	0.1865238603
649	0.1865176902
650	0.1865056124
651	0.1864959999
652	0.1864827798
653	0.1864800079
654	0.1864749975
655	0.1864694629
656	0.1863644637
657	0.1863598269
658	0.1863571875
659	0.1862958359
660	0.1862895093
661	0.1862781196
662	0.1862133015
663	0.1862072154
664	0.186174519
665	0.1861719103
666	0.1861706053
667	0.1861627697
668	0.1861545928
669	0.186040791
670	0.1860341889
671	0.1860298473
672	0.1860227315
673	0.1859836085
674	0.1859773052
675	0.1859738566
676	0.1859605148
677	0.1859593361
678	0.1859448905
679	0.1859373866
680	0.1859012695
681	0.1858983788
682	0.1858423539
683	0.1858275174
684	0.1858131186
685	0.1858045336
686	0.1857777202
687	0.1857680421
688	0.1857555706
689	0.1857500115
690	0.1857353224
691	0.1857315769
692	0.1857125793
693	0.1857024624
694	0.1856756623
695	0.1856691715
696	0.1856676474
697	0.1855371687
698	0.1855295592
699	0.1855202623
700	0.185518146
701	0.1855127656
702	0.1855057254
703	0.1854967945
704	0.185472912
705	0.1854672903
706	0.1854015551
707	0.185390648
708	0.1853860838
709	0.1853831168
710	0.1853805305
711	0.1853703994
712	0.1853646493
713	0.1853511579
714	0.1853280588
715	0.1851215186
716	0.1851044084
717	0.1850134429
718	0.1849172072
719	0.1848311333
720	0.1848245298
721	0.1847458882
722	0.1847430067
723	0.1846556877
724	0.1846314478
725	0.1846209615
726	0.1846152475
727	0.1846087366
728	0.1845906638
729	0.1845859587
730	0.184576668
731	0.1845728479
732	0.1844592934
733	0.1844563816
734	0.1844511727
735	0.18438911
736	0.1843809112
737	0.1843757225
738	0.1843673292
739	0.1843560492
740	0.1843398617
741	0.1843355335
742	0.184261059
743	0.1842470579
744	0.1842426375
745	0.184223851
746	0.1842201786
747	0.1842147753
748	0.1842124366
749	0.1842063164
750	0.1841965569
751	0.1841925913
752	0.1841854652
753	0.1841770394
754	0.1841733519
755	0.1841666352
756	0.1841586911
757	0.1841380875
758	0.1841305581
759	0.1841234639
760	0.1841172421
761	0.1841147884
762	0.1841067496
763	0.1841015049
764	0.1840979521
765	0.1840859157
766	0.184032204
767	0.1840008102
768	0.1839960872
769	0.1839870653
770	0.1839783783
771	0.1839716187
772	0.1839446797
773	0.1839421144
774	0.1838601821
775	0.1838566322
776	0.1838541396
777	0.1838490727
778	0.1838428116
779	0.1838288976
780	0.1838262737
781	0.1838162499
782	0.1838127762
783	0.1838111554
784	0.183807135
785	0.1838065344
786	0.1837966395
787	0.1837626926
788	0.1837615595
789	0.1837589633
790	0.1837569067
791	0.1837532979
792	0.1837369601
793	0.1837278863
794	0.1836174719
795	0.1836102647
796	0.1835235941
797	0.1835175542
798	0.1835150947
799	0.183471967
800	0.1834703
801	0.1834667939
802	0.1834648111
803	0.1834580612
804	0.1834538602
805	0.1834481634
806	0.1834472909
807	0.1834461362
808	0.1834441344
809	0.1834418925
810	0.1834335226
811	0.1834321555
812	0.1834294942
813	0.1834274422
814	0.1834229566
815	0.1834192591
816	0.1834161184
817	0.1834035506
818	0.183400068
819	0.1833972944
820	0.1833904904
821	0.1833797764
822	0.1833757844
823	0.1833719287
824	0.1833647128
825	0.1833625254
826	0.183361172
827	0.1833560751
828	0.1833437561
829	0.183337016
830	0.1833319703
831	0.1833267767
832	0.1833185172
833	0.1833107048
834	0.1833054431
835	0.1833031484
836	0.1833007793
837	0.1832912479
838	0.183280943
839	0.1832738581
840	0.183266865
841	0.1832626539
842	0.183261081
843	0.1832594178
844	0.1832487447
845	0.1832473328
846	0.1832182329
847	0.1832168899
848	0.1832102934
849	0.1832069286
850	0.183204496
851	0.1831606643
852	0.1831588451
853	0.1831573391
854	0.1831230271
855	0.1831147428
856	0.1831028158
857	0.183101807
858	0.1830967573
859	0.1830542561
860	0.1830522492
861	0.183048917
862	0.1829555502
863	0.1828912771
864	0.1828888255
865	0.1828769883
866	0.1828480569
867	0.1828409396
868	0.182823115
869	0.1827607548
870	0.182755601
871	0.1827547796
872	0.1826528112
873	0.1826495284
874	0.1826083374
875	0.1826064789
876	0.1826027684
877	0.1825951165
878	0.1825903469
879	0.1825879665
880	0.1825858737
881	0.1825845048
882	0.1825799382
883	0.1825775412
884	0.1825236397
885	0.1825204072
886	0.1825120447
887	0.1825089087
888	0.1825029479
889	0.1824933893
890	0.1824878061
891	0.1824801421
892	0.1824732042
893	0.182463346
894	0.1824624372
895	0.1824603701
896	0.182455313
897	0.1824504465
898	0.1824460095
899	0.1824381062
900	0.1824342682
901	0.1824268536
902	0.1824231839
903	0.1824196525
904	0.1824164968
905	0.1823442769
906	0.1823416645
907	0.1823379699
908	0.1823370405
909	0.1823270456
910	0.1823196823
911	0.182188392
912	0.1821855506
913	0.1821818217
914	0.1821740399
915	0.1821732226
916	0.1821704743
917	0.1821662756
918	0.1821610958
919	0.1820941285
920	0.1820934981
921	0.1820630908
922	0.1820567682
923	0.1820528133
924	0.1820506491
925	0.1820467547
926	0.1819753718
927	0.181973175
928	0.1819697546
929	0.1819657613
930	0.1818585306
931	0.1818558747
932	0.181853877
933	0.1818532838
934	0.18184621
935	0.1818450972
936	0.181824562
937	0.1818180704
938	0.1817772072
939	0.1816878427
940	0.181684519
941	0.1816816764
942	0.1816794658
943	0.1816753085
944	0.1816743047
945	0.1816717909
946	0.1816706176
947	0.181667477
948	0.1816619814
949	0.1816541502
950	0.1816517505
951	0.1816509567
952	0.181644604
953	0.1816397466
954	0.181638271
955	0.1816238532
956	0.1816227517
957	0.1816198265
958	0.1816172754
959	0.1816145728
960	0.1815625612
961	0.1815601548
962	0.1815566119
963	0.1815554137
964	0.1815510772
965	0.1815321658
966	0.1815233433
967	0.1815212574
968	0.1815193459
969	0.1815102553
970	0.1813741263
971	0.1811823053
972	0.1811770461
973	0.1811746925
974	0.181169854
975	0.1811624025
976	0.1811605118
977	0.1811573024
978	0.1811500158
979	0.1810762382
980	0.1810735881
981	0.1810714454
982	0.1810387893
983	0.1810355694
984	0.1810260308
985	0.1810192973
986	0.1810011422
987	0.1809962689
988	0.1809953147
989	0.1809930349
990	0.180948572
991	0.1809459761
992	0.1809428659
993	0.1809418455
994	0.1809329313
995	0.1809300221
996	0.1809280138
997	0.1809266062
998	0.1809222575
999	0.1809203582
